## Fri Jul 18 16:34:17 2025,,,,,,,,,,,,,,,,,,,,
## emapper-2.1.12,,,,,,,,,,,,,,,,,,,,
## /emapper_web_jobs/home/emapper/miniforge3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_jq_jpm98/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel,,,,,,,,,,,,,,,,,,,,
##,,,,,,,,,,,,,,,,,,,,
#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
OEU16360.1_putative-gamma-tocopherol-methyltransferase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr20470,1.49e-172,489,"COG0500@1|root,KOG1269@2759|Eukaryota,2XAV6@2836|Bacillariophyta",2836|Bacillariophyta,H,Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family,-,-,2.1.1.95,ko:K05928,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00112,"R07236,R07504,R10491,R10492","RC00003,RC01662","ko00000,ko00001,ko00002,ko01000",-,-,-,Methyltransf_11
"OEU16359.1_N-terminal-nucleophile-aminohydrolase,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr12401,2.13e-106,317,"COG0121@1|root,2RXQT@2759|Eukaryota,2XE6D@2836|Bacillariophyta",2836|Bacillariophyta,S,Glutamine amidotransferases class-II,-,-,-,-,-,-,-,-,-,-,-,-,GATase_4
"OEU16356.1_cysteine-proteinase,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr12752,6.92e-169,480,"KOG1868@1|root,KOG1868@2759|Eukaryota,2XF7W@2836|Bacillariophyta",2836|Bacillariophyta,O,Ubiquitin carboxyl-terminal hydrolase,-,-,3.4.19.12,ko:K11839,"ko04137,ko04144,ko04934,map04137,map04144,map04934",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko04121,ko04131",-,-,-,UCH
OEU16354.1_eukaryotic-translation-initiation-factor-SU.1_[Fragilariopsiscylindrus-CCMP1102],2850.Phatr12868,2.21e-61,190,"COG0023@1|root,KOG1770@2759|Eukaryota,2XCH5@2836|Bacillariophyta",2836|Bacillariophyta,J,Translation initiation factor SUI1,-,-,-,ko:K03113,"ko03013,map03013",-,-,-,"ko00000,ko00001,ko03012",-,-,-,SUI1
"OEU16353.1_hypothetical-protein-FRACYDRAFT_185504,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr46497,1.09e-62,206,"2EJ06@1|root,2SPA6@2759|Eukaryota,2XGHU@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16352.1_AAA_5-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],7227.FBpp0071256,6.88e-290,861,"COG5271@1|root,KOG1808@2759|Eukaryota,38FSP@33154|Opisthokonta,3BBWP@33208|Metazoa,3CWW6@33213|Bilateria,41URD@6656|Arthropoda,3SI5I@50557|Insecta,44XQ4@7147|Diptera,45NXU@7214|Drosophilidae",33208|Metazoa,S,ATP- binding,VWA8,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,"AAA_5,VWA"
OEU16351.1_TB2_DP1_HVA22-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46126,2.11e-43,148,"COG5052@1|root,KOG1725@2759|Eukaryota,2XDNU@2836|Bacillariophyta",2836|Bacillariophyta,U,"TB2/DP1, HVA22 family",-,-,-,ko:K17279,-,-,-,-,"ko00000,ko04147",-,-,-,TB2_DP1_HVA22
"OEU16350.1_DUF647-domain-containing-protein,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr36001,1.3e-94,290,"KOG4249@1|root,KOG4249@2759|Eukaryota,2XAH9@2836|Bacillariophyta",2836|Bacillariophyta,S,Vitamin B6 photo-protection and homoeostasis,-,-,-,-,-,-,-,-,-,-,-,-,DUF647
OEU16349.1_arginyl-tRNA-synthetase-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr36013,5.21e-308,852,"COG0018@1|root,KOG4426@2759|Eukaryota,2XB31@2836|Bacillariophyta",2836|Bacillariophyta,J,Belongs to the class-I aminoacyl-tRNA synthetase family,-,-,6.1.1.19,ko:K01887,"ko00970,map00970","M00359,M00360",R03646,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"Arg_tRNA_synt_N,DALR_1,tRNA-synt_1d"
OEU16348.1_hypothetical-protein-FRACYDRAFT_169414-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr12887,1.27e-124,367,"2BCA1@1|root,2S0ZQ@2759|Eukaryota,2XE76@2836|Bacillariophyta",2836|Bacillariophyta,A,The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.,-,-,-,-,-,-,-,-,-,-,-,-,"FHA,RINGv"
OEU16346.1_zf-DHHC-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46123,5.9e-106,326,"COG5273@1|root,KOG1311@2759|Eukaryota",2759|Eukaryota,Z,protein-cysteine S-palmitoyltransferase activity,-,-,2.3.1.225,ko:K20029,-,-,-,-,"ko00000,ko01000,ko04131",9.B.37.2,-,-,DHHC
OEU16344.1_hypothetical-protein-FRACYDRAFT_208194-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46118,1.24e-52,184,"2C0FD@1|root,2SSFW@2759|Eukaryota,2XGT8@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16343.1_hypothetical-protein-FRACYDRAFT_238936-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46117,9.26e-128,384,"2BZVN@1|root,2R25G@2759|Eukaryota,2XGFR@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16342.1_DnaJ-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],281687.CJA11300,5.94e-35,143,"KOG0717@1|root,KOG0717@2759|Eukaryota,38GN0@33154|Opisthokonta,3BH5Y@33208|Metazoa,3CTFP@33213|Bilateria,40B37@6231|Nematoda,1KU8W@119089|Chromadorea,40X5N@6236|Rhabditida",33208|Metazoa,O,Zinc-finger double-stranded RNA-binding,DNAJC21,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006457,GO:0008150,GO:0009987,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044424,GO:0044444,GO:0044464,GO:1990904",-,ko:K09506,-,-,-,-,"ko00000,ko03009,ko03110",-,-,-,"DnaJ,zf-C2H2_2,zf-C2H2_jaz"
OEU16341.1_hypothetical-protein-FRACYDRAFT_2178.1_[Fragilariopsiscylindrus-CCMP1102],159749.K0T9T2,1.01e-32,117,"2E7GW@1|root,2SE2W@2759|Eukaryota,2XDCD@2836|Bacillariophyta",2836|Bacillariophyta,E,Ubiquinol-cytochrome C reductase complex 14kD subunit,-,-,-,ko:K00417,"ko00190,ko01100,ko04260,ko04714,ko04932,ko05010,ko05012,ko05016,map00190,map01100,map04260,map04714,map04932,map05010,map05012,map05016",M00152,-,-,"ko00000,ko00001,ko00002",-,-,-,UCR_14kD
OEU16339.1_ARM-repeat-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46132,0,938,"KOG2023@1|root,KOG2023@2759|Eukaryota,2XB3X@2836|Bacillariophyta",2836|Bacillariophyta,UY,ribosomal protein import into nucleus,-,-,-,-,-,-,-,-,-,-,-,-,-
"OEU16333.1_hypothetical-protein-FRACYDRAFT_160780,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr46130,5.55e-90,271,"2CYFZ@1|root,2S44W@2759|Eukaryota,2XDQF@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,zf-MYND
OEU16332.1_hypothetical-protein-FRACYDRAFT_185152-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps21392,5.47e-17,86.3,"2DZJZ@1|root,2S73D@2759|Eukaryota,2XFUC@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16329.1_hypothetical-protein-FRACYDRAFT_217878-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps21830,3.62e-74,237,"KOG4842@1|root,KOG4842@2759|Eukaryota,2XDPG@2836|Bacillariophyta",2836|Bacillariophyta,D,WLM domain,-,-,-,-,-,-,-,-,-,-,-,-,WLM
OEU16328.1_hypothetical-protein-FRACYDRAFT_261204-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46136,1.33e-73,246,"29FGD@1|root,2RNN1@2759|Eukaryota",2759|Eukaryota,S,ADP-ribosylglycohydrolase,-,-,-,-,-,-,-,-,-,-,-,-,ADP_ribosyl_GH
OEU16327.1_hypothetical-protein-FRACYDRAFT_238922-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46175,6.59e-52,177,"KOG3039@1|root,KOG3039@2759|Eukaryota,2XCWR@2836|Bacillariophyta",2836|Bacillariophyta,A,Zinc-finger of nitric oxide synthase-interacting protein,-,-,-,ko:K13125,-,-,-,-,"ko00000,ko03041",-,-,-,zf-NOSIP
OEU16326.1_hypothetical-protein-FRACYDRAFT_169403-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46109,1.47e-136,421,"KOG2619@1|root,KOG2619@2759|Eukaryota",2759|Eukaryota,M,alpha-(1->3)-fucosyltransferase activity,-,-,-,ko:K09669,-,-,-,-,"ko00000,ko01000,ko01003",-,GT10,-,Glyco_transf_10
"OEU16324.1_adenine-nucleotide-alpha-hydrolases-like-protein,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr5702,3.19e-100,298,"COG2102@1|root,KOG2316@2759|Eukaryota,2XCPW@2836|Bacillariophyta",2836|Bacillariophyta,J,Diphthamide synthase,-,-,-,-,-,-,-,-,-,-,-,-,Diphthami_syn_2
OEU16321.1_RBP11-like-subunits-of-RNA-polymerase-[Fragilariopsiscylindrus-CCMP1102],159749.K0STA8,7.16e-39,135,"COG1761@1|root,KOG3438@2759|Eukaryota,2XDJQ@2836|Bacillariophyta",2836|Bacillariophyta,K,RNA polymerase Rpb3/Rpb11 dimerisation domain,-,-,-,ko:K03020,"ko00230,ko00240,ko01100,ko03020,ko04623,ko05169,map00230,map00240,map01100,map03020,map04623,map05169","M00181,M00182","R00435,R00441,R00442,R00443",RC02795,"br01611,ko00000,ko00001,ko00002,ko03021",-,-,-,RNA_pol_L_2
OEU16320.1_hypothetical-protein-FRACYDRAFT_225627-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr35958,6.67e-213,600,"293NF@1|root,2RAJ8@2759|Eukaryota,2XA47@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FAD_binding_4
OEU16319.1_4-trimethylaminobutyraldehyde-dehydrogenase-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps268550,2.58e-213,606,"COG1012@1|root,KOG2450@2759|Eukaryota",2759|Eukaryota,C,aldehyde dehydrogenase (NAD) activity,ALDH1A2,"GO:0000003,GO:0000166,GO:0001101,GO:0001523,GO:0001568,GO:0001654,GO:0001655,GO:0001756,GO:0001758,GO:0001822,GO:0001889,GO:0001936,GO:0001944,GO:0001947,GO:0002009,GO:0002072,GO:0002138,GO:0002237,GO:0003002,GO:0003007,GO:0003008,GO:0003143,GO:0003674,GO:0003824,GO:0004028,GO:0004029,GO:0004030,GO:0004745,GO:0005096,GO:0005488,GO:0005497,GO:0005501,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005829,GO:0005886,GO:0005975,GO:0005996,GO:0006000,GO:0006001,GO:0006066,GO:0006067,GO:0006069,GO:0006081,GO:0006082,GO:0006090,GO:0006091,GO:0006117,GO:0006629,GO:0006720,GO:0006721,GO:0006725,GO:0006766,GO:0006775,GO:0006776,GO:0006793,GO:0006796,GO:0006950,GO:0006979,GO:0007154,GO:0007165,GO:0007275,GO:0007368,GO:0007389,GO:0007399,GO:0007417,GO:0007420,GO:0007423,GO:0007494,GO:0007507,GO:0007584,GO:0007610,GO:0007626,GO:0008047,GO:0008144,GO:0008150,GO:0008152,GO:0008284,GO:0008285,GO:0008289,GO:0008299,GO:0008610,GO:0008774,GO:0009055,GO:0009056,GO:0009058,GO:0009507,GO:0009536,GO:0009605,GO:0009607,GO:0009617,GO:0009628,GO:0009636,GO:0009653,GO:0009698,GO:0009699,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009893,GO:0009952,GO:0009954,GO:0009966,GO:0009967,GO:0009987,GO:0009991,GO:0010033,GO:0010035,GO:0010038,GO:0010468,GO:0010604,GO:0010628,GO:0010646,GO:0010647,GO:0010817,GO:0010941,GO:0010942,GO:0014031,GO:0014032,GO:0014033,GO:0014070,GO:0014706,GO:0016020,GO:0016043,GO:0016052,GO:0016053,GO:0016101,GO:0016102,GO:0016114,GO:0016331,GO:0016491,GO:0016614,GO:0016616,GO:0016620,GO:0016903,GO:0016918,GO:0016999,GO:0017076,GO:0017144,GO:0018479,GO:0019222,GO:0019318,GO:0019320,GO:0019438,GO:0019637,GO:0019682,GO:0019748,GO:0019752,GO:0019840,GO:0019842,GO:0021510,GO:0021515,GO:0021517,GO:0021522,GO:0021536,GO:0021537,GO:0021544,GO:0021700,GO:0021756,GO:0021761,GO:0021768,GO:0021915,GO:0021953,GO:0021983,GO:0022008,GO:0022414,GO:0022607,GO:0022900,GO:0023051,GO:0023052,GO:0023056,GO:0030154,GO:0030182,GO:0030234,GO:0030323,GO:0030324,GO:0030326,GO:0030522,GO:0030554,GO:0030695,GO:0030900,GO:0030902,GO:0031016,GO:0031076,GO:0031667,GO:0031974,GO:0031981,GO:0032355,GO:0032496,GO:0032501,GO:0032502,GO:0032504,GO:0032526,GO:0032553,GO:0032555,GO:0032559,GO:0032570,GO:0032787,GO:0032870,GO:0033189,GO:0033273,GO:0033574,GO:0033993,GO:0034097,GO:0034308,GO:0034754,GO:0035050,GO:0035094,GO:0035107,GO:0035108,GO:0035113,GO:0035115,GO:0035136,GO:0035239,GO:0035270,GO:0035282,GO:0035295,GO:0035639,GO:0035799,GO:0036094,GO:0036296,GO:0042127,GO:0042221,GO:0042445,GO:0042471,GO:0042472,GO:0042493,GO:0042562,GO:0042572,GO:0042573,GO:0042574,GO:0042698,GO:0042802,GO:0042803,GO:0042904,GO:0042905,GO:0042981,GO:0043009,GO:0043010,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043087,GO:0043167,GO:0043168,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0043547,GO:0043583,GO:0043584,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044283,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0044849,GO:0045471,GO:0046365,GO:0046394,GO:0046677,GO:0046686,GO:0046983,GO:0048037,GO:0048048,GO:0048384,GO:0048385,GO:0048386,GO:0048468,GO:0048471,GO:0048511,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048545,GO:0048562,GO:0048565,GO:0048566,GO:0048568,GO:0048583,GO:0048584,GO:0048592,GO:0048593,GO:0048596,GO:0048598,GO:0048609,GO:0048646,GO:0048699,GO:0048729,GO:0048731,GO:0048732,GO:0048736,GO:0048738,GO:0048762,GO:0048799,GO:0048839,GO:0048856,GO:0048857,GO:0048863,GO:0048864,GO:0048869,GO:0050269,GO:0050662,GO:0050678,GO:0050789,GO:0050790,GO:0050794,GO:0050877,GO:0050885,GO:0050896,GO:0050905,GO:0051259,GO:0051260,GO:0051262,GO:0051287,GO:0051289,GO:0051336,GO:0051345,GO:0051704,GO:0051707,GO:0051716,GO:0055093,GO:0055114,GO:0055123,GO:0060004,GO:0060013,GO:0060166,GO:0060173,GO:0060255,GO:0060322,GO:0060324,GO:0060429,GO:0060485,GO:0060537,GO:0060541,GO:0060548,GO:0060562,GO:0060589,GO:0060900,GO:0061008,GO:0061053,GO:0061371,GO:0061624,GO:0065003,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070324,GO:0070384,GO:0070403,GO:0070404,GO:0070482,GO:0070542,GO:0070887,GO:0071229,GO:0071300,GO:0071310,GO:0071396,GO:0071398,GO:0071495,GO:0071695,GO:0071704,GO:0071840,GO:0071944,GO:0072001,GO:0072189,GO:0072330,GO:0072358,GO:0072359,GO:0090242,GO:0090596,GO:0097159,GO:0097305,GO:0097367,GO:0098772,GO:1901135,GO:1901214,GO:1901215,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901575,GO:1901576,GO:1901615,GO:1901654,GO:1901700,GO:1901701","1.2.1.3,1.2.1.36,1.2.1.5,1.2.1.68","ko:K00128,ko:K00129,ko:K07249,ko:K12355","ko00010,ko00053,ko00071,ko00280,ko00310,ko00330,ko00340,ko00350,ko00360,ko00380,ko00410,ko00561,ko00620,ko00625,ko00830,ko00903,ko00940,ko00980,ko00981,ko00982,ko01100,ko01110,ko01120,ko01130,ko05204,map00010,map00053,map00071,map00280,map00310,map00330,map00340,map00350,map00360,map00380,map00410,map00561,map00620,map00625,map00830,map00903,map00940,map00980,map00981,map00982,map01100,map01110,map01120,map01130,map05204",M00135,"R00264,R00631,R00710,R00711,R00904,R01752,R01986,R02123,R02536,R02537,R02549,R02678,R02695,R02697,R02940,R02957,R03283,R03300,R03302,R03869,R04065,R04506,R04882,R04883,R04888,R04889,R04891,R04892,R04903,R04996,R05050,R05237,R05238,R05286,R05700,R05701,R06366,R07104,R07441,R07442,R08146,R08282,R08283,R08307,R08385","RC00047,RC00071,RC00080,RC00186,RC00218,RC00242,RC00816,RC01500,RC01735","ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
"OEU16318.1_actin-like-ATPase-domain-containing-protein,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr12881,3.42e-230,649,"COG0554@1|root,KOG2517@2759|Eukaryota,2XBBJ@2836|Bacillariophyta",2836|Bacillariophyta,G,"FGGY family of carbohydrate kinases, C-terminal domain",-,-,-,-,-,-,-,-,-,-,-,-,"FGGY_C,FGGY_N"
OEU16317.1_putative-alpha-tubulin-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps29304,5.1e-302,826,"COG5023@1|root,KOG1376@2759|Eukaryota,2XEI9@2836|Bacillariophyta",2836|Bacillariophyta,Z,"Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain",-,-,-,ko:K07374,"ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",-,-,-,"ko00000,ko00001,ko03019,ko03036,ko04147,ko04812",-,-,-,"Tubulin,Tubulin_C"
"OEU16315.1_sigma-adaptin,-partial-[Fragilariopsiscylindrus-CCMP1102]",2850.Phatr36149,1.17e-84,253,"COG5030@1|root,KOG0934@2759|Eukaryota,2XCQ0@2836|Bacillariophyta",2836|Bacillariophyta,U,Clathrin adaptor complex small chain,-,-,-,ko:K12394,"ko04142,map04142",-,-,-,"ko00000,ko00001,ko04131",-,-,-,Clat_adaptor_s
OEU16314.1_zf-CHY-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr12877,1.07e-148,422,"KOG1940@1|root,KOG1940@2759|Eukaryota,2XBBR@2836|Bacillariophyta",2836|Bacillariophyta,O,Zinc-ribbon,-,-,2.3.2.27,ko:K10144,"ko04115,ko04120,ko05162,map04115,map04120,map05162",-,-,-,"ko00000,ko00001,ko01000,ko04121",-,-,-,"zf-CHY,zf-RING_2,zinc_ribbon_6"
OEU16313.1_UNC-50-protein-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr12863,5.48e-111,324,"KOG3012@1|root,KOG3012@2759|Eukaryota,2XBUY@2836|Bacillariophyta",2836|Bacillariophyta,S,UNC-50 family,-,-,-,-,-,-,-,-,-,-,-,-,UNC-50
OEU16311.1_hypothetical-protein-FRACYDRAFT_238904-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr12921,4.52e-95,286,"COG1097@1|root,KOG1004@2759|Eukaryota,2XC56@2836|Bacillariophyta",2836|Bacillariophyta,J,KH domain,-,-,-,ko:K03681,"ko03018,map03018",M00391,-,-,"ko00000,ko00001,ko00002,ko03019",-,-,-,KH_6
OEU16308.1_hypothetical-protein-FRACYDRAFT_2389.1_[Fragilariopsiscylindrus-CCMP1102],35128.Thaps24198,2.76e-08,63.9,"2C0FD@1|root,2SQ5N@2759|Eukaryota,2XFDN@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16307.1_chloroplast-ATPase-gamma-subunit-precursor-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr20657,5.17e-196,551,"COG0224@1|root,KOG1531@2759|Eukaryota,2XAWJ@2836|Bacillariophyta",2836|Bacillariophyta,C,ATP synthase,-,-,-,ko:K02115,"ko00190,ko00195,ko01100,map00190,map00195,map01100",M00157,-,-,"ko00000,ko00001,ko00002,ko00194",3.A.2.1,-,-,ATP-synt
OEU16305.1_uroporphyrin-III-C-m-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr12925,2.11e-126,370,"COG0007@1|root,KOG1527@2759|Eukaryota,2XC1Z@2836|Bacillariophyta",2836|Bacillariophyta,H,Belongs to the precorrin methyltransferase family,-,-,2.1.1.107,ko:K00589,"ko00860,ko01100,ko01110,ko01120,map00860,map01100,map01110,map01120",M00121,R03194,"RC00003,RC00871","ko00000,ko00001,ko00002,ko01000",-,-,-,TP_methylase
OEU16304.1_hypothetical-protein-FRACYDRAFT_2611.1_[Fragilariopsiscylindrus-CCMP1102],2850.Phatr46265,4e-22,102,"2D60C@1|root,2T09Z@2759|Eukaryota,2XDTF@2836|Bacillariophyta",2836|Bacillariophyta,O,Ring finger domain,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16302.1_arginine-biosynthesis-bifunctional-protein-ArgJ-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps2779,9.5e-198,564,"COG1364@1|root,KOG2786@2759|Eukaryota,2XAZ6@2836|Bacillariophyta",2836|Bacillariophyta,E,"Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of acetylglutamate from glutamate and acetyl-CoA, and of ornithine by transacetylation between acetylornithine and glutamate",-,"GO:0003674,GO:0003824,GO:0004042,GO:0004358,GO:0006082,GO:0006520,GO:0006525,GO:0006526,GO:0006591,GO:0006592,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009987,GO:0016053,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",-,-,-,-,-,-,-,-,-,-,ArgJ
OEU16301.1_hypothetical-protein-FRACYDRAFT_185135-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr36197,5.58e-76,238,"2D8NW@1|root,2S4PV@2759|Eukaryota,2XCCJ@2836|Bacillariophyta",2836|Bacillariophyta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OEU16300.1_ubiquitin-conjugating-enzyme-[Fragilariopsiscylindrus-CCMP1102],2850.Phatr36198,8.27e-93,273,"COG5078@1|root,KOG0417@2759|Eukaryota,2XAQE@2836|Bacillariophyta",2836|Bacillariophyta,O,Belongs to the ubiquitin-conjugating enzyme family,-,-,2.3.2.23,ko:K10580,"ko04120,ko04624,map04120,map04624",-,-,-,"ko00000,ko00001,ko01000,ko03400,ko04121",-,-,-,UQ_con
OEU16299.1_hypothetical-protein-FRACYDRAFT_268954-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps7714,2.36e-43,154,"KOG3223@1|root,KOG3223@2759|Eukaryota,2XD36@2836|Bacillariophyta",2836|Bacillariophyta,S,Coiled-coil domain-containing protein 124,-,-,-,-,-,-,-,-,-,-,-,-,Ccdc124
OEU16295.1_CSD-domain-containing-protein-[Fragilariopsiscylindrus-CCMP1102],35128.Thaps40233,8.63e-35,124,"COG1278@1|root,KOG3070@2759|Eukaryota",2759|Eukaryota,K,DNA binding,CSD,"GO:0000003,GO:0000902,GO:0001101,GO:0003006,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003697,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006950,GO:0006970,GO:0006996,GO:0007275,GO:0008150,GO:0008152,GO:0009266,GO:0009269,GO:0009409,GO:0009414,GO:0009415,GO:0009628,GO:0009631,GO:0009651,GO:0009653,GO:0009719,GO:0009725,GO:0009737,GO:0009790,GO:0009791,GO:0009793,GO:0009826,GO:0009908,GO:0009987,GO:0010033,GO:0010035,GO:0010154,GO:0010228,GO:0010501,GO:0016020,GO:0016043,GO:0016049,GO:0016070,GO:0019222,GO:0022414,GO:0031323,GO:0031974,GO:0031981,GO:0032392,GO:0032501,GO:0032502,GO:0032508,GO:0032989,GO:0033993,GO:0034641,GO:0040007,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043457,GO:0043467,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0046483,GO:0048316,GO:0048367,GO:0048437,GO:0048438,GO:0048443,GO:0048466,GO:0048589,GO:0048608,GO:0048731,GO:0048827,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051276,GO:0060560,GO:0061458,GO:0065007,GO:0070013,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0090567,GO:0097159,GO:0097305,GO:0099402,GO:1901360,GO:1901363,GO:1901700",2.7.11.1,"ko:K09250,ko:K13412,ko:K18754","ko04626,ko05145,map04626,map05145",-,-,-,"ko00000,ko00001,ko01000,ko01001,ko03000,ko03019",-,-,-,"CSD,zf-CCHC"
